feature_1,feature_2,target
-5.251011645579978,-8.260211051490838,2
3.81438163943559,1.6517838422877387,1
-8.486073511408843,-6.676645957408724,2
3.909512204510965,2.189628273522707,1
3.319645629207459,3.8046284497950857,1
4.620862628325413,0.9706403193029232,1
6.783822925553427,2.607088706258743,1
-3.4838792932800717,9.801370731940773,0
-6.697760936092775,-6.6318890069756105,2
-1.7707310430573397,9.185654409388292,0
-2.6248459054409907,8.713182432609033,0
3.81765844066167,2.2168568954326444,1
4.050514079283889,2.8227717809617565,1
-1.6966718006585522,10.370526156769145,0
4.950786401826106,3.448525900890284,1
-7.865353237486814,-6.376063077758102,2
-7.526200075393796,-7.961657596890341,2
4.73687480122082,2.5683267093776454,1
-2.147561598005116,8.369166373593197,0
-2.409546257965109,8.510810474082122,0
-7.844550651731375,-6.194058133277507,2
6.091022444023143,2.932440510025939,1
3.378994881893056,2.891031630995508,1
-6.831105563206443,-7.711059709686984,2
-5.377270139055242,-6.806014812856171,2
-6.246845325044985,-4.609416735471551,2
-6.30255506397073,-7.083154979318939,2
-3.746148333930832,7.693829515114045,0
-7.154678888302914,-9.182030758011532,2
-6.050221609967781,-9.091244902283831,2
2.5159831119182945,1.447414662259971,1
-7.635977936435573,-8.302363302873621,2
-8.184096691656123,-6.210437044445908,2
-2.496195731174843,10.467820205355638,0
3.847358097795401,1.858433242473833,1
-7.323920451227382,-6.502809100231095,2
-5.192485556078705,-5.998469836326496,2
4.324609591587755,2.7321389044339996,1
-2.5862993324668544,9.355438103014965,0
-1.68713746305826,10.911079110852269,0
-5.953449643619629,-4.970692952805816,2
-2.8519121395795195,8.212008858976702,0
-8.062885703817045,-8.919341771036047,2
4.685450676131915,1.3215693363349148,1
5.321831807523065,1.662902927347276,1
-7.53146329895343,-6.832710921959532,2
4.618977242263953,2.090497067249514,1
-5.234659477649986,-7.129145632832325,2
-6.945706989798587,-8.091125793038403,2
-6.589852334254857,-4.804708794630508,2
4.962597396566191,1.145938740388409,1
5.797989709728169,2.7648323779036676,1
-1.883530275287744,8.157128571782039,0
-5.356503113881613,-6.341199549591288,2
3.0454511774337343,1.3737946609869591,1
5.330022827939214,1.5719492120548957,1
4.645122535946284,2.020150277705474,1
-6.619904689429788,-7.784426218380355,2
5.186976217398139,1.7709770315068378,1
-6.508481317779961,-7.484094779991767,2
4.531118687771244,2.3748814060396732,1
-7.472021115390139,-7.744100362955763,2
6.95453740290161,0.10590449134898394,1
6.829681769445774,1.1648713985855805,1
-6.552699817387108,-7.099210122084811,2
3.7129483646500185,1.913644327878932,1
-3.837383671951181,9.211147364067445,0
-8.358213436931111,-5.7363555500690175,2
-2.216125149754069,8.299934710171954,0
-2.7326604083786012,9.728286622290414,0
-1.4781981005567992,9.94556624731452,0
-6.802258883503652,-7.74139379460421,2
-4.059861054118883,9.08284910300435,0
5.465295185216132,2.7866793199413706,1
3.9780923714597134,2.825603018736956,1
-6.759331559439371,-6.365670759217197,2
4.70968092121812,1.5878560870789717,1
5.387172441351363,2.583539949374197,1
-2.7015585878338726,9.315833470531935,0
-0.9299848075453587,9.78172085735123,0
4.7375549347769335,1.2001599000852656,1
4.167946970438668,3.062120280908098,1
5.154914103436761,2.486955634852941,1
-6.780294885722045,-6.128722469904158,2
-5.8733343819368296,-7.457001462799095,2
-7.149034025595828,-6.1625673374799845,2
-3.6155325970587784,7.818079504117651,0
-0.62301172184222,9.18886394103016,0
-3.3559913411211553,7.499438903512457,0
3.8670536216905296,1.7363510772007231,1
5.08369826437433,2.7478037373700688,1
6.081152125294217,0.5373075327612926,1
3.191794494730777,0.5657059095641768,1
-6.541130783656856,-7.295397507176748,2
4.7041588553235645,0.8954249060114259,1
-6.234251241566122,-5.511478035743598,2
5.593880599721304,2.62456093524653,1
4.488093741192518,2.5614868904253085,1
-6.4955617422119625,-6.912804341370039,2
-2.185113653657955,8.629203847782005,0
4.189813364748858,2.5960196162882307,1
5.803042588383061,1.983402744960319,1
-2.728869510890262,9.371398699710069,0
-7.11857523801768,-7.787673255317545,2
-3.6601912004750528,9.389984146543993,0
3.8108838253060293,1.4129886437437624,1
-4.116680857613978,9.198919986730626,0
-6.861208811961719,-5.203672281000664,2
-6.01002127104561,-5.524471734470996,2
